x,y,z
11,2.288911,a
8,16.88628,b
4,19.31956,a
17,10.56824,c
6,8.063197,b
12,8.83188,a
19,6.886053,a
11,13.01072,c
10,11.24317,a
8,9.102173,a
8,4.570341,a
2,5.017457,a
2,10.65473,c
15,12.81358,a
13,5.168849,b
17,11.1983,b
16,6.218311,a
18,9.234396,b
1,6.860784,b
12,16.82821,a
13,18.31029,a
8,0.818096,b
17,6.205562,b
16,9.533091,a
15,11.97405,b
1,7.634708,a
9,9.635747,a
4,3.547013,c
9,5.344638,c
10,4.427969,a
12,14.18357,b
16,6.749373,b
15,1.673921,b
13,5.815751,b
0,2.846588,c
9,10.90018,b
13,2.351755,b
11,5.57564,a
4,4.260756,b
9,11.75394,c
7,10.30716,a
6,6.366095,c
16,9.240754,a
15,3.867046,c
2,19.98554,c
19,0.6430291,b
4,2.53959,a
6,18.24673,b
8,14.8107,a
11,19.14375,a
5,10.94069,b
8,12.05716,c
8,17.14454,a
7,0.7207138,b
7,6.57606,a
4,5.878935,b
7,0.9946322,a
8,11.4961,c
15,15.13815,b
16,0.9685633,a
16,6.463604,c
16,2.944692,b
5,4.083543,a
2,15.40277,b
16,18.3185,c
6,4.629178,c
14,16.36885,b
14,17.57599,a
2,15.96222,b
12,17.19781,b
19,5.999398,c
11,12.11174,b
9,13.84289,c
19,0.3233003,b
14,15.49307,c
6,15.68257,c
9,10.38858,a
17,0.8879291,b
6,5.324899,a
12,9.595332,a
0,1.73216,b
14,11.00939,c
12,0.6947564,b
5,4.141399,c
9,17.72172,a
14,10.59944,c
6,17.93018,c
14,19.8783,b
5,8.579011,a
12,0.7370688,c
10,10.97446,a
6,13.98061,c
14,7.883417,b
2,5.633006,b
2,8.4053,c
0,13.21851,c
7,15.17164,c
8,2.965012,b
16,13.61067,c
18,9.528682,a
12,6.920535,c
13,8.274564,a
16,5.230341,c
2,16.32856,b
15,8.685528,c
15,16.16777,a
0,4.99772,c
8,3.864118,b
17,4.771707,c
19,16.9291,c
11,11.48833,a
13,10.79372,b
0,9.793632,c
18,18.14538,c
15,13.26432,c
11,12.97254,a
17,4.585728,b
10,11.30309,b
15,15.6302,a
18,18.79573,a
7,18.5916,b
15,12.6899,b
18,0.4185432,c
0,14.84023,c
13,3.445228,b
12,11.35992,a
19,4.729258,a
14,12.95353,b
17,0.2841313,b
16,10.88962,c
5,17.317,b
17,14.41672,c
19,13.50146,a
2,17.01701,a
17,5.641279,a
14,18.1728,b
2,6.305988,b
0,11.11512,b
9,18.1442,c
12,8.881654,b
16,11.54596,c
4,18.56036,b
2,17.83197,a
1,11.55116,b
19,15.40398,b
14,7.659427,b
3,5.416114,c
18,6.746205,c
15,12.62596,b
13,4.507222,a
13,11.62222,b
19,16.60369,a
19,17.41238,a
4,17.63749,a
7,4.241733,a
13,19.07158,b
8,11.13441,a
7,16.11361,b
17,9.457599,c
2,19.61652,c
13,3.806408,b
8,0.7119626,c
18,11.87266,c
2,17.02004,b
3,17.54276,b
3,6.586995,a
11,1.522146,b
19,7.266599,b
19,17.59535,b
19,1.596513,b
1,6.29511,b
9,15.6111,a
5,5.201963,c
5,11.23695,b
6,19.05659,c
1,2.260214,a
19,5.56373,b
19,4.209478,a
1,16.36393,b
12,16.82655,a
8,7.260802,c
8,11.87003,b
6,19.17631,c
8,5.1784,a
9,4.530763,c
13,16.13855,c
9,19.57776,a
15,14.75552,c
11,17.84497,b
1,14.53261,a
11,0.9758755,b
3,16.891,b
4,19.0915,c
15,2.884683,a
6,8.644448,b
11,16.79017,b
19,0.3432767,c
13,10.48839,c
4,1.46321,c
19,12.03296,c
17,0.5168073,a
15,7.28759,b
2,4.20724,b
8,18.36207,a
1,0.3638245,b
10,18.55395,a
2,14.60124,b
12,19.83521,c
4,15.93315,c
8,15.39599,b
1,16.79819,a
10,17.4848,a
2,2.873645,a
15,1.584638,a
1,17.99076,b
15,19.91954,b
3,11.68893,a
14,16.0652,b
16,15.92542,a
11,11.21798,c
14,5.619084,a
9,11.31226,b
15,5.956527,b
11,9.305644,b
15,15.42919,b
8,2.802372,b
0,0.4267231,a
10,13.87775,b
12,19.88488,b
18,3.215836,b
9,10.10903,a
14,19.50352,c
0,9.81755,c
3,14.34011,c
15,17.47832,c
19,13.28206,c
11,6.954901,b
11,13.9808,b
2,16.89791,c
15,5.914871,b
18,6.816613,a
4,19.05931,a
8,1.304967,b
7,12.76919,a
1,3.998628,a
2,4.536709,b
13,9.831787,a
8,4.870972,c
16,18.24173,a
16,15.6131,c
13,10.91532,b
9,13.65576,a
4,3.755949,b
14,15.81221,b
8,18.63618,b
14,9.467453,b
3,2.064917,a
19,19.6468,a
13,16.55838,c
18,12.19654,b
6,16.20743,a
9,13.64406,a
5,6.741337,b
19,8.036717,c
6,5.135382,c
13,7.478942,b
19,0.6538645,b
14,10.35586,a
5,5.231374,a
8,2.630646,c
15,14.1657,c
7,11.3772,a
0,2.570841,b
7,6.352173,c
15,5.902944,b
16,0.8677172,b
19,18.17954,a
15,11.81819,a
2,7.387978,b
4,2.374682,b
1,9.747651,c
10,1.089629,a
4,2.393861,a
2,16.96359,c
3,5.017913,a
3,8.927669,c
11,7.730017,c
13,7.914868,b
5,4.157672,c
19,19.74294,b
0,11.58249,b
10,18.53217,a
10,19.90473,c
19,19.17441,a
10,2.018723,c
11,10.25201,a
18,18.82468,b
15,7.351488,b
10,3.763833,a
3,5.589147,a
5,1.467258,a
4,15.93572,c
16,6.572657,c
5,10.35926,b
4,12.67284,b
12,3.980214,a
18,7.559673,a
13,9.743924,b
11,17.34796,b
1,13.25675,a
2,10.47172,c
3,8.235452,b
11,11.84992,c
7,15.11078,a
15,17.06616,b
18,2.958183,c
12,6.474567,a
13,10.22067,b
18,10.56959,b
5,8.058554,a
8,19.60196,c
2,1.478919,b
11,3.840151,b
18,2.78728,c
19,1.069169,a
13,2.570694,c
10,9.255328,a
8,11.98199,b
13,0.8110495,a
11,3.148534,b
2,17.29988,a
8,18.25559,c
13,10.31645,b
0,8.495091,c
15,12.78122,c
5,8.053988,c
10,11.61887,b
14,14.50183,c
13,17.97729,a
11,19.51434,b
17,9.127515,b
14,5.645985,b
14,2.953138,a
11,8.237397,b
2,6.582865,a
17,18.32411,c
8,2.730442,b
2,10.77958,c
2,5.879366,c
5,14.64797,c
3,18.83827,a
17,17.52332,a
3,5.562067,b
10,5.127053,b
13,1.467751,a
5,18.23943,b
9,3.437055,c
13,8.662273,c
8,11.46042,c
8,19.46441,c
8,15.1963,a
2,0.3338256,b
18,19.84603,a
12,2.756298,c
10,19.32958,b
19,14.90539,a
19,17.18821,b
15,15.65959,c
1,5.191813,a
12,18.9572,b
0,0.9040698,c
14,8.106421,c
3,5.430548,a
15,17.25428,a
8,7.236025,a
16,18.26561,c
13,16.94679,c
15,13.4588,a
5,18.95838,b
17,10.69573,c
14,12.47132,c
16,18.02139,c
5,14.26516,a
17,18.00507,b
6,17.32907,c
9,18.43032,a
19,14.9437,c
15,18.2184,a
3,3.859938,a
8,5.5628,a
7,11.26558,c
6,19.77218,a
9,18.66846,b
6,16.31578,b
3,2.420163,b
17,15.80869,b
0,2.498446,c
6,3.725459,c
13,1.314062,b
19,11.29867,a
19,15.83592,a
5,2.890446,a
5,1.166793,a
9,12.88277,c
5,0.840699,b
1,18.01499,b
8,10.78153,c
8,2.193474,b
16,10.12824,a
9,9.695665,c
4,16.23413,b
17,13.77101,a
8,0.08650187,b
6,0.5865761,a
15,4.13642,a
12,17.14803,a
2,0.3551854,b
2,10.68981,b
5,7.61841,b
13,10.96294,b
9,9.144848,a
9,12.61631,c
9,16.11712,a
4,14.39591,a
8,5.645673,c
12,14.64282,c
13,6.911781,a
10,3.980341,a
11,4.30979,b
1,7.263143,c
12,3.783272,b
16,7.58984,c
0,6.555058,b
0,11.29288,c
19,4.433848,a
14,11.89788,a
2,4.247426,b
13,18.91048,b
16,14.21861,a
15,12.35412,c
2,16.42203,c
8,5.009324,c
19,12.72505,c
2,10.19183,a
2,2.301331,b
6,3.638978,c
10,8.384671,c
4,4.914721,b
2,10.75755,a
3,14.80416,a
15,17.99648,c
4,10.45367,a
5,5.268411,c
11,7.813375,b
15,5.848492,b
1,13.48838,c
12,7.055789,c
15,8.453418,a
1,16.58399,b
0,13.5741,b
0,3.36587,b
4,17.31463,c
9,19.91622,a
18,7.205008,b
8,8.998804,a
6,17.67991,c
5,7.699717,a
4,15.92983,c
8,4.447822,a
10,13.48733,a
13,12.41949,b
11,1.648604,c
4,12.60477,a
19,3.170783,b
0,7.541939,b
4,14.92879,a
4,19.25607,a
16,2.799113,c
18,9.765209,b
4,4.405807,a
2,13.08802,b
16,4.20085,a
13,4.711269,a
5,3.274753,a
2,18.98396,c
14,12.64227,b
19,0.6410947,a
13,19.42293,b
0,6.017336,c
7,19.00735,b
13,2.906918,c
5,12.18618,c
16,4.916998,b
10,3.158362,b
0,0.6417621,a
2,16.63724,a
16,12.24303,b
19,11.12216,c
8,0.9801357,a
7,12.91575,a
11,19.19615,a
7,19.10122,b
9,13.92843,c
12,3.23829,a
18,1.620396,a
10,18.19567,a
12,10.19079,c
11,11.54123,c
12,10.06809,b
1,12.40622,c
16,3.310144,a
3,12.04181,c
11,8.737813,a
6,14.26101,c
9,14.81983,a
18,15.35676,c
5,12.06868,a
9,8.353332,a
9,18.90156,a
0,9.355757,b
5,12.98673,a
3,1.3548,b
7,8.316653,a
17,19.01251,a
13,15.9988,c
4,0.5712241,c
8,17.72844,b
11,16.79066,c
0,16.74933,c
16,13.14458,c
18,9.624081,a
2,17.93739,c
18,10.09717,c
3,7.808455,a
10,8.059965,a
13,3.172379,b
0,1.388524,b
9,3.805518,a
7,16.58311,c
4,17.10575,a
1,10.45437,b
12,7.330182,c
6,9.299182,b
17,19.28127,b
11,4.7511,b
7,9.729004,a
4,14.22563,c
0,6.661823,c
13,3.751233,c
17,2.636323,a
4,16.40762,a
8,9.271284,c
18,17.73587,c
4,12.46764,b
16,15.32614,b
3,11.25547,a
5,1.690299,b
17,6.306015,b
1,1.817358,b
15,8.125963,c
17,7.996283,c
7,16.68643,c
12,4.082696,b
15,0.5905023,c
3,1.775463,b
3,7.980035,c
13,3.873814,b
18,7.479213,c
14,11.22419,c
6,6.495325,b
18,2.062483,a
14,7.713899,a
8,6.093957,a
5,4.195018,c
4,6.406951,b
4,17.5868,a
3,5.214345,c
18,14.91536,a
1,1.533392,b
16,9.400234,b
10,10.36761,a
14,18.88289,b
12,2.287072,c
16,18.28564,c
13,18.77004,c
6,12.3977,a
1,12.32175,a
17,19.49806,a
11,7.988921,b
4,12.33276,a
1,3.16486,b
1,1.747555,c
2,2.766372,b
0,1.427703,a
7,18.95985,a
15,0.3191443,a
12,0.4308658,c
3,19.14354,a
16,11.54688,b
11,18.19492,c
6,13.22643,b
10,14.0272,b
15,15.30651,b
15,10.08436,a
0,12.47862,c
1,17.16345,a
0,0.4451788,a
7,18.90165,c
13,4.894423,b
9,12.07521,c
14,10.65663,a
1,4.487151,a
4,5.896576,b
16,2.893064,c
12,5.816198,b
13,14.81599,c
13,15.20856,c
9,8.993332,b
6,19.11785,a
4,8.685414,b
9,17.74132,a
11,15.21383,c
13,2.43823,c
11,0.8275622,a
12,6.995372,c
14,7.466981,c
16,1.703227,a
13,9.296594,c
17,5.850664,c
11,13.29937,c
19,3.472017,c
1,3.310713,c
8,9.566215,c
10,8.801597,b
9,10.81148,b
7,13.91851,b
11,17.53692,c
17,19.19676,c
12,4.272019,c
9,16.87343,b
12,6.592705,a
5,4.22108,a
12,5.661984,c
15,18.13353,a
11,10.93396,b
11,3.281862,c
16,13.2633,a
12,10.74196,a
4,4.129425,a
1,3.389631,b
2,11.98633,c
3,15.45103,a
1,5.339375,c
1,19.34824,a
15,4.566981,c
6,6.694872,b
17,16.76385,c
3,17.70543,b
0,19.77145,a
13,19.73721,b
4,6.031674,a
9,9.44085,a
7,13.41691,b
14,9.084101,b
0,8.873908,b
1,4.383979,b
7,11.56009,c
16,6.279093,a
1,14.56529,c
15,1.630233,c
9,5.610498,b
13,10.00642,c
19,10.08763,b
18,13.59101,a
11,11.49574,a
10,10.96179,b
13,6.20378,b
4,7.562872,a
13,15.10069,b
18,11.05853,c
13,4.644906,b
10,18.93976,c
0,17.51912,c
18,7.670414,c
17,12.76288,c
3,10.66634,c
13,5.9003,a
9,13.04532,c
17,5.557934,c
8,15.93417,a
17,12.47011,c
18,15.84831,b
1,14.83326,a
10,12.6623,c
13,11.63265,a
17,4.793282,a
0,2.336494,b
14,18.02862,a
2,19.31729,a
10,0.9564784,a
8,8.821251,b
12,8.005773,a
16,6.822202,a
0,3.315433,c
10,11.96843,c
13,1.050545,b
13,19.54524,a
14,19.06579,b
3,5.408254,a
0,19.84713,b
13,10.74699,c
15,8.356027,a
6,19.69451,c
13,0.1061799,b
18,5.97886,b
11,6.573194,b
14,7.306701,a
7,18.39262,a
11,10.31668,c
6,19.85424,b
16,13.00269,c
3,5.22523,b
2,18.48326,c
14,19.90952,a
16,19.65927,c
6,9.188483,c
8,10.85447,c
12,13.62283,c
8,5.260861,b
5,7.549949,c
17,9.440687,b
12,14.27331,b
0,6.498056,c
16,5.320788,b
6,6.093145,a
14,0.2811633,a
4,14.19922,b
18,11.07645,a
6,9.777111,b
5,9.074466,a
1,17.07763,c
10,16.98869,c
9,18.42863,c
18,7.059526,b
5,6.624842,b
14,14.58179,a
14,11.05531,c
1,11.53177,b
6,0.8126673,c
6,19.30497,c
2,19.96325,a
7,5.762422,b
5,18.80604,a
17,16.61466,c
12,7.618104,b
1,3.023081,b
17,4.220089,a
0,9.802509,a
19,1.616297,b
0,15.23186,c
15,18.98272,c
1,14.2592,b
13,12.90653,a
13,8.225434,b
8,12.19799,a
6,7.917129,b
18,5.652409,b
0,19.19287,c
9,2.183518,c
2,2.565676,b
2,9.371048,a
2,19.15571,a
19,7.871778,c
19,19.8346,b
3,9.573034,a
1,6.327946,b
4,18.5713,c
14,1.041922,a
6,7.372468,b
18,12.19365,c
3,9.487153,a
8,11.76359,a
13,2.998832,b
7,3.994906,a
1,3.640451,b
16,5.749848,c
5,7.034308,a
8,14.34514,b
1,7.70266,b
3,6.869015,c
11,0.579237,b
18,17.1933,a
5,19.37309,c
19,5.099388,c
13,2.592562,a
12,3.835827,b
1,5.466822,c
7,17.40839,b
17,4.688432,a
15,15.85358,a
1,13.52029,a
9,17.31443,b
11,14.36233,c
9,5.296318,c
13,16.68418,c
3,12.30339,b
7,4.993322,a
15,3.735656,b
0,15.02888,c
12,17.61925,a
4,5.974575,b
7,18.50398,a
6,7.511184,c
9,4.091708,a
19,2.593784,a
9,8.395632,c
5,10.47876,a
0,4.98006,c
14,6.296271,c
10,2.647925,a
11,6.560764,a
10,2.863787,c
4,14.39689,c
18,12.01567,a
18,4.736246,b
16,12.81039,b
15,9.009988,b
5,6.99526,a
12,12.08281,c
19,2.610513,a
5,13.41578,b
5,0.1030666,a
19,9.616465,c
8,8.529381,b
10,7.257345,b
12,11.80497,a
9,16.0988,a
6,17.01542,a
9,10.69632,b
11,13.93977,c
12,15.93273,a
11,0.7882188,b
10,19.22396,c
10,10.20803,c
15,3.915876,c
2,5.658179,b
11,11.29479,c
17,11.62004,b
2,1.457991,c
2,0.876723,c
2,2.851258,b
6,8.626598,a
15,11.13093,b
1,14.8371,c
16,16.66758,c
9,8.45517,c
17,18.41636,b
4,10.9638,b
17,9.08187,b
4,8.516027,c
5,10.54587,c
10,7.097512,b
0,12.4336,c
12,17.01824,a
5,10.16722,a
2,10.87775,b
2,2.892402,a
18,6.062292,c
5,8.142753,b
16,10.90303,c
19,18.15988,a
9,15.4283,a
18,13.951,a
6,16.03774,a
8,1.817506,c
0,13.616,c
17,0.6760861,b
3,17.40706,a
18,16.85822,b
16,9.899874,c
13,7.717415,c
1,5.899628,c
19,17.53558,a
13,9.544681,b
10,7.082957,a
19,10.33093,a
16,3.730624,b
9,17.52693,b
19,12.42431,a
19,13.158,b
7,3.594176,c
11,16.04831,b
9,10.84665,b
6,15.44156,c
15,14.95361,c
19,17.55773,a
9,18.24134,c
18,11.48798,c
6,0.2519451,a
10,14.16628,c
8,12.59925,c
16,7.155235,c
4,5.898422,b
2,12.09029,c
17,4.042747,a
1,0.04999758,a
12,1.253719,a
19,6.662792,b
15,10.27993,a
18,19.39211,b
13,11.96828,c
1,18.83743,b
16,2.165583,c
19,8.006739,a
13,16.91402,c
6,9.21104,a
8,4.17692,c
6,11.24295,a
19,12.83711,a
19,14.21796,c
16,6.364071,b
11,12.47266,c
15,0.7060465,c
4,2.402434,b
17,12.6446,c
6,10.2616,a
0,5.844094,b
13,5.638927,c
0,1.613613,c
2,11.34465,c
17,19.59373,a
14,18.71759,c
5,12.62404,b
6,3.568342,c
15,16.7734,c
8,16.96731,a
18,8.514059,b
13,16.01963,a
12,13.10981,c
10,3.059566,b
12,9.880995,a
12,11.72905,a
1,8.350217,b
12,14.60739,b
14,19.7202,b
8,2.605968,c
7,8.493425,b
13,12.02173,b
14,7.046932,a
6,0.4469907,b
8,0.8870454,c
14,5.870363,b
0,1.88815,b
2,5.314582,b
9,6.570068,a
14,2.829346,c
15,19.53114,a
19,1.09506,c
13,10.98959,b
4,7.002816,b
17,3.968353,a
10,4.361523,a
13,13.92155,b
5,6.71872,c
5,2.039852,c
6,12.96863,a
6,11.58726,a
8,15.22363,b
3,19.99233,b
1,15.25429,c
4,4.219692,a
2,5.42014,a
13,11.47226,c
13,17.63515,c
11,10.63452,c
3,15.31628,c
4,9.195936,c
7,10.45544,c
5,7.996519,a
7,18.0007,a
9,4.561874,a
0,14.13994,c
16,13.49292,b
16,0.9636218,c
13,5.022787,a
5,0.4149025,b
18,15.13051,a
11,12.66651,c
11,9.748621,a
13,0.7414844,c
8,9.583072,c
18,7.86493,a
9,14.9477,a
11,18.92516,c
17,1.792809,c
8,1.399079,b
9,17.89864,a
17,12.63785,a
2,10.79817,c
5,19.67276,a
7,0.4584609,b
16,16.7267,a
12,9.060624,c
11,2.02376,c
4,16.34152,a
12,0.7224656,b
11,13.81517,c
16,7.23295,c
5,12.22314,a
1,12.48458,b
18,4.01085,b
14,15.65791,c
12,10.06618,b
13,15.75381,b
12,7.325738,c
5,3.057906,b
7,10.20797,c
17,14.79646,a
19,15.63529,a
10,1.279209,c
9,11.8643,a
2,1.443133,b
8,8.194226,c
15,3.680779,c
7,17.34856,a
9,12.40066,a
2,4.340003,a
6,8.935504,a
16,9.398505,a
18,18.13273,b
1,10.47788,b
19,16.62679,c
10,14.20218,c
6,1.83539,b
2,18.22095,b
13,6.721935,c
0,8.567565,a
5,15.88012,c
14,5.964064,a
17,13.93341,c
6,16.34056,c
14,13.59452,b
13,19.12556,c
15,13.33218,c
4,18.13911,a
9,9.619491,c
16,11.52433,c
14,17.95141,a
7,10.14284,b
5,0.1229475,c
18,1.103243,b
1,4.656403,b
17,2.041456,b
17,8.215428,c
17,13.76159,b
2,5.819848,b
6,16.33162,b
9,1.838682,c
10,12.2425,b
17,11.49238,b
4,6.098369,c
0,15.5575,c
4,19.45157,c
15,3.661755,a
13,12.93025,a
9,10.96488,b
16,19.83327,c
5,14.90747,a
4,16.44659,c
11,0.29512,c
14,19.01376,a
7,16.60203,c
9,5.171664,a
3,14.87395,c
6,7.151267,b
6,0.5146508,a
3,5.559537,b
18,5.275982,c
5,7.103449,a
5,3.819857,b
16,10.06289,b
8,16.2558,c
4,15.00335,c
6,16.99007,b
0,13.66879,b
2,1.028498,c
6,8.197181,c
14,16.2675,a
15,13.95033,a
2,13.94706,a
13,8.53742,c
4,3.033249,b
7,17.04617,b
8,11.53029,c
7,7.781579,c
2,16.04849,c
1,13.20875,a
0,18.45783,b
19,8.00337,b
8,2.001719,b
14,3.438021,a
8,13.34879,a
15,9.80224,a
18,15.48377,a
11,2.568165,c
9,7.130183,c
8,15.11201,c
7,19.53191,a
17,1.869831,b
17,16.09836,a
0,0.1292272,c
0,1.385609,a
14,0.5504287,b
1,2.306009,c
1,7.43077,b
16,7.776926,a
16,4.50505,b
11,9.912443,a
19,14.59487,b
14,18.03774,b
7,4.693353,a
18,16.72171,a
17,19.65483,a
18,18.15946,c
9,17.80096,b
3,11.83858,b
3,3.071486,c
15,9.163789,b
19,7.651567,b
15,8.562809,c
19,15.89163,b
8,14.67924,b
18,15.25471,c
6,12.50472,b
18,10.33599,b
15,7.301886,a
8,0.002421071,c
14,3.093504,a
4,14.79386,c
8,10.08332,a
11,18.3431,a
16,4.192059,c
2,0.4963838,a
12,6.967489,b
12,0.6141107,a
8,3.401954,c
9,1.285058,c
12,19.32203,a
17,12.02394,a
2,3.411635,c
1,8.74694,b
3,16.57227,c
2,13.73976,b
6,9.50875,b
16,13.66076,a
2,3.475327,c
14,16.33512,a
19,4.618272,a
0,0.3782091,b
14,1.057366,a
11,1.212072,c
5,1.591041,b
19,13.97619,a
1,4.64149,a
10,16.48311,a
3,17.06738,b
3,8.860369,a
16,1.195663,a
11,16.76256,a
13,9.475119,b
16,14.3411,c
2,11.13111,a
11,9.342826,a
5,14.75743,b
8,11.04559,a
2,10.60569,c
7,19.80519,b
11,16.75671,c
8,5.614199,c
5,13.92413,b
4,17.68176,b
11,18.17044,b
4,2.841755,c
9,17.35679,a
12,16.54252,c
19,4.238347,c
5,14.35132,a
18,11.76655,c
5,18.56319,c
7,19.49487,a
10,7.407455,a
18,8.755804,a
3,17.28736,a
6,18.85483,b
17,8.242707,a
8,7.347737,a
9,2.410136,c
18,18.44232,a
10,6.527498,c
13,2.030766,b
10,14.39962,c
5,13.08395,c
19,3.171923,c
3,1.658334,a
6,8.413658,c
16,15.59167,b
12,4.346111,b
10,16.37629,c
16,8.185631,c
10,16.20729,b
9,11.38142,c
2,1.671298,b
11,6.890288,b
6,6.919889,b
13,4.222377,a
1,10.97499,b
11,7.228521,b
14,12.6722,b
1,19.65018,a
10,6.644435,b
3,3.734975,c
18,13.39619,a
11,18.68632,a
8,18.35944,a
2,18.27515,a
8,4.247128,a
4,11.2259,a
1,12.36449,a
13,18.32319,a
10,12.14571,c
14,4.383815,b
8,2.123824,c
11,14.21341,b
18,11.08993,a
6,6.19477,a
3,0.4560001,c
16,18.86762,c
6,12.59397,b
16,6.730549,b
6,1.290607,a
17,15.55857,c
8,1.867538,c
7,3.60053,c
15,6.602396,b
5,17.7592,b
16,19.67915,b
9,1.308026,c
1,5.939525,a
17,11.86784,a
16,19.45632,c
4,2.092978,b
15,3.22944,a
0,7.764711,a
9,10.8533,b
16,18.97361,b
11,13.32804,c
4,11.38681,a
13,3.123934,a
5,9.420379,c
15,15.87975,b
5,15.16326,a
10,8.568892,c
6,5.769711,b
10,3.147476,a
10,14.96908,a
16,6.006939,b
16,12.90542,c
11,18.44211,c
13,12.44808,b
16,13.67381,b
2,10.26113,c
15,3.860525,c
1,3.638241,b
16,15.41783,c
15,2.169591,c
1,12.74429,b
11,19.35874,b
15,12.33361,b
4,3.424413,a
0,2.76704,c
17,16.22002,c
19,10.88861,b
5,1.178012,b
6,14.8303,c
12,11.56625,a
8,17.81268,a
4,16.83703,a
15,11.66764,b
9,4.58334,c
14,0.3104479,c
18,16.42392,b
7,5.907797,b
3,7.061922,b
6,9.818343,b
3,9.885672,c
13,4.772209,b
2,2.890031,c
2,3.643596,b
7,17.9473,c
19,7.748801,b
9,12.48955,a
3,1.999649,b
1,6.994311,a
5,3.000084,a
17,6.432584,b
15,4.604308,b
13,15.81842,a
5,4.755803,c
16,17.0065,a
2,5.836447,a
5,7.392522,b
9,8.231142,a
15,12.16401,a
2,15.61322,a
10,7.486894,b
16,11.17965,a
0,19.32157,a
19,15.04156,c
5,0.2572045,b
5,7.965997,a
0,4.043509,a
7,0.2873107,a
12,18.68401,b
7,0.7083519,c
15,16.16249,c
12,8.703113,b
7,10.43259,a
13,1.564983,a
11,0.2041149,c
6,17.2882,a
12,16.5948,b
18,13.42924,c
1,4.401324,b
9,17.20641,b
17,15.37497,b
16,19.05522,a
11,19.46632,c
12,18.45499,a
19,9.994995,a
10,8.61574,c
9,0.289242,a
14,8.955555,a
16,11.72851,b
14,5.263972,c
11,19.30164,b
18,18.37164,c
0,9.90401,b
14,6.519847,a
15,15.16335,b
19,14.57102,b
13,1.000621,c
8,10.75818,b
9,15.1605,c
15,4.141447,b
10,5.881767,c
9,1.159806,b
7,15.08309,a
4,4.370012,a
3,16.08867,c
6,0.5140994,a
10,8.037066,a
7,12.90441,c
17,5.741024,b
11,5.080929,a
8,17.9803,a
1,7.020314,c
12,2.270403,a
10,11.08182,a
6,14.84255,c
0,19.71656,b
15,7.354214,b
9,5.805428,a
15,2.461518,c
10,12.95548,a
19,6.69731,c
0,11.75197,c
5,12.70752,b
11,19.6367,a
12,10.2544,c
13,19.01924,a
10,5.296746,a
17,1.87508,c
5,19.86303,a
1,15.41995,b
4,10.29637,a
7,13.56287,c
5,2.383434,a
19,0.4103493,b
12,4.411282,a
13,10.88773,c
10,0.670582,b
8,12.79117,b
4,15.94782,b
15,12.96048,b
3,14.81774,a
0,15.64887,a
9,8.982863,b
13,15.77685,c
13,12.86784,c
0,16.26207,c
16,13.50836,a
0,17.54515,a
0,3.580589,a
11,10.83102,a
3,13.02415,a
3,9.878372,b
10,15.81161,c
5,19.5259,a
11,16.62378,a
4,6.485692,b
5,15.36523,b
9,11.98248,c
3,6.82167,c
6,14.27677,b
8,0.4052395,a
14,19.32547,a
17,15.63029,c
17,3.320959,b
3,0.01420583,a
17,0.847487,c
16,10.24278,b
10,19.70249,c
9,5.785295,c
16,4.81212,c
13,18.52504,b
1,5.316423,c
10,3.647086,c
10,3.41846,b
7,12.22614,b
12,3.153273,b
13,12.96986,c
4,17.34363,b
3,17.12795,a
16,3.1904,b
1,12.14433,a
11,19.43721,c
2,11.48015,b
0,18.87542,a
13,0.8637077,b
12,18.83075,b
17,7.69662,a
11,3.75827,a
13,2.707188,c
17,13.8456,b
14,16.5567,a
1,1.23172,b
19,3.667002,b
12,5.729293,c
10,19.87032,a
13,8.363297,a
10,4.327963,a
10,15.37609,c
1,16.91871,b
19,13.88088,c
9,2.008613,a
4,14.95835,a
2,10.49314,a
0,18.93823,a
12,4.407894,a
16,17.23677,b
14,3.582792,c
5,0.9136249,a
14,9.177434,a
1,14.12607,c
18,8.404315,a
11,4.163287,a
6,14.37799,b
9,13.26175,c
11,0.5909647,a
10,9.517319,a
16,2.140721,b
5,17.62165,a
18,8.96065,c
18,13.30023,c
14,19.07271,a
8,1.372584,b
4,6.108689,b
5,2.156271,c
14,11.08298,a
0,19.90657,a
7,2.664384,c
13,3.468886,c
18,13.20915,a
17,2.643519,b
0,12.51169,b
9,2.708995,a
14,6.475785,a
17,15.20833,b
18,13.00636,a
5,17.98901,c
0,18.6705,c
15,14.28419,a
15,17.85809,a
7,19.3946,b
5,6.499549,a
18,4.620087,c
11,2.522577,a
14,8.695511,b
12,0.6869516,c
14,0.7852041,c
4,17.80345,a
9,12.29392,b
5,15.88149,c
17,4.476403,c
10,13.97231,b
1,19.60267,c
17,18.66118,b
5,5.451189,c
1,10.38717,b
19,18.70614,c
12,9.994936,b
15,8.757509,b
14,15.15744,b
7,10.19243,a
19,6.237716,c
7,19.436,b
8,3.020075,c
6,18.06598,a
8,16.11226,b
15,16.95709,b
17,15.83344,c
11,15.82627,c
5,4.423371,a
9,10.86548,c
18,8.370577,b
14,10.01737,b
17,6.516293,b
18,19.84278,c
11,2.141239,a
0,6.01028,b
2,9.771855,b
11,14.42182,b
15,1.039742,a
12,6.057498,c
4,17.86729,a
17,13.21525,b
12,16.40679,a
19,1.393048,c
1,0.5016701,c
11,17.18339,b
10,7.021755,b
2,6.948913,a
12,16.09044,a
15,9.660966,a
16,4.726459,a
1,10.45707,a
3,1.88516,b
